id,budget,genres,original_title,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,overview
166426,230000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",Pirates of the Caribbean: Dead Men Tell No Tales,35.895971,"[{'id': 2, 'logo_path': '/4MbjW4f9bu6LvlDmyIvfyuT3boj.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 2691, 'logo_path': None, 'name': 'Infinitum Nihil', 'origin_country': ''}]",2017-05-23,794191988,129,6.5,5041,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy."
354912,175000000,"[{'id': 16, 'name': 'Animation'}]",Coco,35.498505,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]",2017-10-27,800526015,105,7.9,4948,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."
341174,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Fifty Shades Darker,35.418425,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 10338, 'logo_path': None, 'name': 'Perfect World Pictures', 'origin_country': 'CN'}]",2017-02-08,378827494,118,6.0,3437,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together."
455656,0,"[{'id': 35, 'name': 'Comedy'}]",#realityhigh,35.302998,"[{'id': 59811, 'logo_path': '/wwemzKWzjKYJFfCeiB57q3r4Bcm.png', 'name': 'Netflix', 'origin_country': 'US'}]",2017-07-17,0,99,6.4,287,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity."
315635,175000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",Spider-Man: Homecoming,33.579675,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 84041, 'logo_path': None, 'name': 'Pascal Pictures', 'origin_country': ''}, {'id': 34034, 'logo_path': None, 'name': 'LStar Capital', 'origin_country': 'US'}]",2017-07-05,880166924,133,7.3,7898,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."
399055,19500000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",The Shape of Water,33.374459,"[{'id': 101082, 'logo_path': None, 'name': 'Double Dare You Productions', 'origin_country': 'US'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 81023, 'logo_path': None, 'name': 'Bull Productions', 'origin_country': ''}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]",2017-12-01,194989655,123,7.3,4302,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape."
347882,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Sleight,32.739625,"[{'id': 57537, 'logo_path': '/xDWgR9hco6pRM69A4djcwaSpKHz.png', 'name': 'Diablo Entertainment', 'origin_country': 'US'}, {'id': 73625, 'logo_path': None, 'name': 'BH Tilt', 'origin_country': 'US'}]",2017-04-28,0,89,5.2,327,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her."
406990,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",What Happened to Monday,31.838451,"[{'id': 7460, 'logo_path': None, 'name': 'Vendome Pictures', 'origin_country': ''}, {'id': 7561, 'logo_path': None, 'name': 'Nexus Factory', 'origin_country': 'BE'}, {'id': 19037, 'logo_path': '/qM8kSqB1a31ctZO8YyQHxx0Vuen.png', 'name': 'Umedia', 'origin_country': 'BE'}, {'id': 35916, 'logo_path': None, 'name': 'Raffaella Productions', 'origin_country': ''}, {'id': 41813, 'logo_path': '/pqoPwhsmo0f0V3r6yKouspsuFaF.png', 'name': 'Title Media', 'origin_country': 'BE'}, {'id': 2902, 'logo_path': '/nSPZ1BNASeC2dxJKB8AF6dJCx5q.png', 'name': 'SND', 'origin_country': 'FR'}]",2017-08-18,0,123,7.2,2129,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own."
337339,250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",The Fate of the Furious,31.58215,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 7154, 'logo_path': None, 'name': 'One Race Films', 'origin_country': ''}, {'id': 7958, 'logo_path': None, 'name': 'Fuji Eight Company Ltd.', 'origin_country': ''}, {'id': 40890, 'logo_path': None, 'name': 'China Film Co.', 'origin_country': ''}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu Inc.', 'origin_country': 'JP'}]",2017-04-12,1238764765,136,6.8,5064,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before."
321612,160000000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",Beauty and the Beast,28.830286,"[{'id': 2, 'logo_path': '/4MbjW4f9bu6LvlDmyIvfyuT3boj.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 10227, 'logo_path': '/3YfRy3DBl4abcqkzGx4RVNz12yl.png', 'name': 'Mandeville Films', 'origin_country': 'US'}]",2017-03-16,1263521126,129,6.8,8536,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.
343668,104000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",Kingsman: The Golden Circle,27.003633,"[{'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}, {'id': 2265, 'logo_path': None, 'name': 'Shangri-La Entertainment', 'origin_country': ''}, {'id': 5374, 'logo_path': None, 'name': 'Marv Films', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",2017-09-20,410902662,141,7.0,3711,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world."
335988,217000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",Transformers: The Last Knight,26.767255,"[{'id': 38831, 'logo_path': None, 'name': 'Tom DeSanto/Don Murphy Production', 'origin_country': ''}, {'id': 38833, 'logo_path': None, 'name': 'Ian Bryce Productions', 'origin_country': ''}, {'id': 83645, 'logo_path': None, 'name': 'Huahua Media', 'origin_country': 'CN'}, {'id': 435, 'logo_path': None, 'name': 'Di Bonaventura Pictures', 'origin_country': ''}, {'id': 2598, 'logo_path': '/i42C5gRq7XqlG4S9vkchuJZfrBn.png', 'name': 'Hasbro', 'origin_country': ''}, {'id': 90738, 'logo_path': None, 'name': 'Paramount Pictures (Canada)', 'origin_country': ''}]",2017-06-16,605425157,149,6.0,2419,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth."
324552,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",John Wick: Chapter 2,25.1446,"[{'id': 3528, 'logo_path': '/mo2K3alhIGefuqxUnEIBzXjHDr9.png', 'name': 'Thunder Road Pictures', 'origin_country': 'US'}, {'id': 23008, 'logo_path': '/5SarYupipdiejsEqUkwu1SpYfru.png', 'name': '87Eleven', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]",2017-02-08,171539887,122,6.8,4228,"John Wick is forced out of retirement by a former associate looking to seize control of a shadowy international assassins’ guild. Bound by a blood oath to aid him, Wick travels to Rome and does battle against some of the world’s most dangerous killers."
339403,34000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",Baby Driver,24.600449,"[{'id': 559, 'logo_path': '/rzgMLzPgJ2ZBYnlVwNi8ZDfOMwo.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 443, 'logo_path': None, 'name': 'Big Talk Productions', 'origin_country': 'GB'}, {'id': 2531, 'logo_path': '/pC2iDCDCvV85vOBP7a5Ukxuc0Du.png', 'name': 'Media Rights Capital', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/cifwIG2aVR1dRis6yoiilq4qeIh.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 31922, 'logo_path': None, 'name': 'Double Negative', 'origin_country': ''}]",2017-06-28,226945087,113,7.4,5452,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
359940,15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","Three Billboards Outside Ebbing, Missouri",23.981685,"[{'id': 2376, 'logo_path': '/yeNoWmSHZfvKsBYuL8uTRE4LPdQ.png', 'name': 'Blueprint Pictures', 'origin_country': 'GB'}, {'id': 94694, 'logo_path': '/4JM71Cenz8paaUv7sO51ITUcjq9.png', 'name': 'Cutting Edge Group', 'origin_country': 'US'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}]",2017-11-10,158526998,115,8.2,3203,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated."
353486,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Jumanji: Welcome to the Jungle,23.966828,"[{'id': 350, 'logo_path': None, 'name': 'Radar Pictures', 'origin_country': 'US'}, {'id': 53462, 'logo_path': None, 'name': 'Matt Tolmach Productions', 'origin_country': 'US'}, {'id': 73669, 'logo_path': '/7tmSGstK3KwgcDIuBYLTAayjit9.png', 'name': 'Seven Bucks Productions', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",2017-12-09,962119864,119,6.6,4593,"The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game."
316029,84000000,"[{'id': 18, 'name': 'Drama'}]",The Greatest Showman,23.952866,"[{'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]",2017-12-20,432844677,105,8.0,2618,"The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus."
374720,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",Dunkirk,23.743908,"[{'id': 41624, 'logo_path': '/wzKxIeQKlMP0y5CaAw25MD6EQmf.png', 'name': 'RatPac-Dune Entertainment', 'origin_country': 'US'}, {'id': 10611, 'logo_path': '/jiNtYrLNpBnhpJEpb4DC7M80TC4.png', 'name': 'Ciné+', 'origin_country': ''}, {'id': 67254, 'logo_path': '/oV4xUvzWljGW1QVAa8qR2INNyN7.png', 'name': 'Kaap Holland Film', 'origin_country': 'NL'}, {'id': 98660, 'logo_path': None, 'name': 'Dombey Street Productions', 'origin_country': ''}, {'id': 9996, 'logo_path': '/3tvBqYsBhxWeHlu62SIJ1el93O7.png', 'name': 'Syncopy', 'origin_country': 'GB'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]",2017-07-19,525573161,107,7.4,6428,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II."
47971,85000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",xXx: Return of Xander Cage,23.563344,"[{'id': 88943, 'logo_path': None, 'name': 'Rox Productions', 'origin_country': ''}, {'id': 497, 'logo_path': '/pMyhOBd3sCiLzBlmIopdJkcUFtn.png', 'name': 'Revolution Studios', 'origin_country': ''}, {'id': 7154, 'logo_path': None, 'name': 'One Race Films', 'origin_country': ''}, {'id': 88944, 'logo_path': None, 'name': 'Maple Cage Productions', 'origin_country': ''}, {'id': 83645, 'logo_path': None, 'name': 'Huahua Media', 'origin_country': 'CN'}, {'id': 105052, 'logo_path': None, 'name': 'RK films', 'origin_country': ''}, {'id': 3407, 'logo_path': None, 'name': 'Shanghai Film Group', 'origin_country': ''}]",2017-01-13,346147658,107,5.6,1973,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora's Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments."
425336,4667008,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Loving Pablo,23.510748,"[{'id': 97390, 'logo_path': None, 'name': 'B2Y EOOD', 'origin_country': ''}, {'id': 97391, 'logo_path': None, 'name': 'Escobar Films', 'origin_country': ''}, {'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Films', 'origin_country': 'US'}]",2017-10-12,0,123,6.2,138,The film chronicles the rise and fall of the world's most feared drug lord Pablo Escobar and his volatile love affair with Colombia's most famous journalist Virginia Vallejo throughout a reign of terror that tore a country apart.
391713,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Lady Bird,23.052526,"[{'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}, {'id': 93105, 'logo_path': None, 'name': 'IAC Films', 'origin_country': ''}]",2017-09-08,76858273,94,7.4,2161,A California high school student plans to escape from her family and small town by going to college in New York.
